Country,Year,childMortalityRate,GDP_per_Capita,lifeExpectancy,totalPopulationPoverty,birthRate,percentage_of_totalUrbanPopulation,percentageUsage_of_safely_managed_drinking_water,totalHealthcareExpenditure
Russia,2008,1.1255809,24887.854,67.862,131502.0,12.094,73.598,75.152855,4.9
Russia,2009,1.0743896,22939.693,68.657,94497.0,12.432,73.642,75.21329,5.64
Russia,2010,1.0413239,23961.22,68.153,119036.0,12.611,73.687,75.27389,4.97
Russia,2011,1.0154428,24972.078,69.725,54704.0,12.667,73.732,75.334366,4.79
Russia,2012,0.9864437,25933.293,70.117,46127.0,13.366,73.791,75.398674,4.94
Russia,2013,0.94712704,26332.396,70.64,11716.0,13.295,73.863,75.46647,5.08
Russia,2014,0.8927533,26057.156,70.798,30656.0,13.384,73.95,75.53827,5.18
Russia,2015,0.82510626,25488.096,71.345,47203.0,13.315,74.05,75.61346,5.3
Russia,2016,0.75446707,25490.709,71.91,39251.0,12.942,74.164,75.69224,5.29
Russia,2017,0.689835,25926.443,72.845,48308.0,11.598,74.292,75.774574,5.36
Russia,2018,0.6331229,26656.41,72.936,42176.0,11.014,74.433,75.860115,5.36
Russia,2019,0.5838288,27254.574,73.066,43897.0,10.209,74.587,75.94883,5.65
Russia,2020,0.54126996,26586.555,71.171,14837.0,9.961,74.754,76.04064,7.57
Samoa,2002,2.0003,4669.688,71.233,4065.0,30.558,21.941,60.49463,4.49
Samoa,2008,1.9301155,5585.776,71.531,2019.0,29.769,20.524,60.819508,4.53
Samoa,2013,1.8900009,5659.9497,71.229,2305.0,30.533,19.385,61.513844,6.21
Sao Tome and Principe,2010,3.6158752,2992.595,63.867,41192.0,37.323,64.952,30.862951,6.86
Sao Tome and Principe,2017,1.9382889,3373.2642,67.074,32711.0,30.564,71.968,34.603508,6.46
Senegal,2001,12.2814455,2668.7659,58.158,5251063.0,38.858,40.464,20.263725,3.68
Senegal,2005,9.158807,2787.5269,60.98,4601184.0,37.984,41.714,21.404764,3.67
Senegal,2011,6.282747,2790.8975,64.799,5319404.0,37.391,44.188,23.271248,4.21
Senegal,2018,4.369607,3368.8586,67.379,1456044.0,31.596,47.192,25.432404,4.43
Senegal,2021,3.841655,3511.6375,66.868,1706314.0,29.71,48.6,26.37587,4.35
Serbia,2012,0.71324664,14894.299,75.089,384444.0,9.644,55.356,74.79855,9.33
Serbia,2013,0.6850954,15399.89,75.346,418614.0,9.473,55.469,74.82105,9.31
Serbia,2014,0.65563095,15226.426,75.478,493660.0,9.574,55.583,74.84368,9.25
Serbia,2015,0.6275534,15578.311,75.653,471610.0,9.48,55.696,74.86615,8.81
Serbia,2016,0.60553694,16182.934,75.737,448654.0,9.377,55.81,74.888756,8.46
Serbia,2017,0.59097254,16611.13,75.792,378764.0,9.396,55.942,74.91404,8.22
Serbia,2018,0.58023465,17452.916,76.036,204121.0,9.306,56.092,74.94201,8.53
Serbia,2019,0.5691311,18306.904,76.058,162133.0,9.345,56.26,74.97264,8.67
Serbia,2020,0.5547061,18262.799,74.507,107422.0,9.048,56.446,75.00594,8.7
Serbia,2021,0.53436804,19860.31,72.853,84939.0,9.139,56.651,75.042076,10.01
Sierra Leone,2003,20.840101,1161.0211,46.784,3309788.0,43.473,36.352,5.674207,8.45
Sierra Leone,2011,15.405672,1446.0627,52.594,2558869.0,38.518,39.248,7.418571,10.77
Sierra Leone,2018,11.657646,1610.3232,59.059,2048810.0,33.34,42.055,9.178475,8.29
Slovakia,2004,0.8580634,18834.393,74.217,3612.0,9.98,55.713,94.08702,6.37
Slovakia,2005,0.8299381,20079.912,74.156,12754.0,10.113,55.563,94.72538,6.59
Slovakia,2006,0.8000616,21784.334,74.416,12303.0,10.034,55.412,95.36474,6.85
Slovakia,2007,0.7688456,24136.975,74.495,19756.0,10.146,55.261,96.005104,7.18
Slovakia,2008,0.73874295,25460.74,74.864,21931.0,10.678,55.111,96.64649,6.96
Slovakia,2009,0.71176344,24039.666,75.218,24065.0,11.341,54.96,97.28888,7.95
Slovakia,2010,0.6887812,25630.426,75.496,26693.0,11.226,54.685,97.93309,7.67
Slovakia,2011,0.670278,26281.223,76.018,22882.0,11.239,54.42,98.57904,7.3
Slovakia,2012,0.6557777,26582.541,76.176,21681.0,10.702,54.28,98.82872,7.54
Slovakia,2013,0.6439384,26722.01,76.514,15239.0,10.581,54.14,98.86433,7.5
Slovakia,2014,0.63293195,27416.135,76.848,36600.0,10.59,54.0,98.899925,6.88
Slovakia,2015,0.6221307,28805.387,76.65,35893.0,10.25,53.889,98.93553,6.76
Slovakia,2016,0.61216784,29327.516,77.216,74983.0,10.582,53.806,98.97113,7.09
Slovakia,2017,0.60326374,30142.367,77.22,12258.0,10.652,53.751,99.00673,6.76
Slovakia,2018,0.59631664,31313.82,77.265,9230.0,10.581,53.726,99.04233,6.67
Slovakia,2019,0.591689,32056.78,77.686,6442.0,10.473,53.729,99.07793,6.92
Slovakia,2020,0.58891195,30960.959,76.864,11589.0,10.387,53.76,99.11353,7.13
Slovakia,2021,0.58799213,32512.695,74.59,5528.0,10.432,53.82,99.14913,7.75
Slovenia,2004,0.44263554,30041.814,76.932,518.0,9.013,51.308,91.10523,7.94
Slovenia,2005,0.41985893,31128.83,77.503,2029.0,9.089,51.533,91.10523,8.0
Slovenia,2006,0.39769843,32812.74,77.82,1013.0,9.455,51.758,91.10523,7.82
Slovenia,2007,0.37634128,34907.367,78.285,653.0,9.864,51.983,91.10523,7.51
Slovenia,2008,0.35641983,36075.47,78.595,0.0,10.786,52.209,91.10523,7.85
Slovenia,2009,0.33793408,33052.227,79.027,0.0,10.734,52.433,91.10523,8.54
Slovenia,2010,0.32120812,33350.613,79.301,188.0,10.942,52.658,91.78527,8.57
Slovenia,2011,0.30591854,33568.066,79.588,0.0,10.747,52.883,92.46532,8.54
Slovenia,2012,0.29255658,32613.49,79.765,540.0,10.709,53.108,93.14536,8.72
Slovenia,2013,0.28078997,32234.025,80.088,448.0,10.305,53.332,93.8254,8.74
Slovenia,2014,0.2707973,33093.75,80.252,0.0,10.302,53.557,94.50545,8.5
Slovenia,2015,0.26245752,33799.727,80.499,100.0,10.046,53.781,95.18549,8.5
Slovenia,2016,0.25560206,34853.043,80.512,0.0,9.893,54.02,95.86553,8.46
Slovenia,2017,0.2496905,36507.555,80.616,0.0,9.837,54.273,96.54558,8.18
Slovenia,2018,0.24489982,37995.715,80.861,0.0,9.439,54.541,97.225624,8.28
Slovenia,2019,0.24133992,39061.25,81.007,0.0,9.235,54.822,97.90566,8.5
Slovenia,2020,0.2381684,37155.023,80.364,0.0,8.874,55.118,98.27432,9.43
Slovenia,2021,0.23527452,40104.36,80.434,0.0,9.178,55.427,98.27432,9.48
South Korea,2006,0.51761204,29990.521,79.035,120826.0,9.172,81.528,97.10565,4.85
South Korea,2008,0.45374218,32275.125,79.996,119085.0,9.254,81.733,97.43673,5.25
South Korea,2010,0.41251412,34394.492,80.717,245739.0,9.22,81.936,97.76837,5.82
South Korea,2012,0.38469812,36049.195,81.308,125138.0,9.275,81.851,98.10057,6.03
South Korea,2014,0.36182532,37967.477,82.364,119581.0,8.463,81.707,98.43334,6.4
South Korea,2016,0.34231204,39814.66,82.92,126657.0,7.757,81.562,98.692696,6.87
South Korea,2017,0.33292192,40957.418,83.278,123437.0,6.915,81.503,98.80168,7.05
South Korea,2018,0.3229966,41965.89,83.34,128327.0,6.246,81.459,98.91071,7.49
South Korea,2019,0.3121981,42758.59,83.685,0.0,5.704,81.43,99.01979,8.17
South Korea,2020,0.30076593,42396.76,83.675,0.0,5.207,81.414,99.128914,8.35
South Korea,2021,0.28895628,44299.91,83.852,0.0,5.001,81.414,99.21022,9.33
Spain,2000,0.5425743,34756.742,79.412,273991.0,9.728,76.262,99.352005,6.8
Spain,2003,0.50150543,36749.527,79.748,341193.0,10.227,76.778,99.42211,7.56
Spain,2004,0.48744154,37248.824,80.328,350952.0,10.351,77.022,99.45735,7.66
Spain,2005,0.47188392,37962.418,80.32,322149.0,10.44,77.263,99.49275,7.73
Spain,2006,0.45464453,38857.484,80.963,341696.0,10.593,77.502,99.52834,7.83
Spain,2007,0.43662757,39519.84,80.97,164192.0,10.631,77.74,99.564125,7.92
Spain,2008,0.41848454,39239.387,81.278,224678.0,11.017,77.976,99.60008,8.38
Spain,2009,0.40090412,37429.766,81.627,373500.0,10.524,78.21,99.60359,9.11
Spain,2010,0.38441497,37318.53,82.006,314732.0,10.278,78.442,99.60647,9.12
Spain,2011,0.36944252,36883.324,82.18,526944.0,9.934,78.673,99.60933,9.17
Spain,2012,0.3565037,35768.742,82.191,438073.0,9.597,78.902,99.59834,9.15
Spain,2013,0.34581128,35382.535,82.694,529745.0,9.092,79.133,99.57172,9.06
Spain,2014,0.3373328,35983.81,82.828,365878.0,9.09,79.366,99.54494,9.08
Spain,2015,0.33134356,37394.055,82.611,419642.0,8.933,79.602,99.547646,9.12
Spain,2016,0.32738826,38497.484,83.0,523076.0,8.706,79.84,99.55037,8.95
Spain,2017,0.32434136,39550.188,82.986,315945.0,8.321,80.08,99.553116,8.94
Spain,2018,0.32102805,40276.906,83.096,392453.0,7.859,80.321,99.55588,9.0
Spain,2019,0.31701672,40782.234,83.479,374163.0,7.537,80.565,99.55868,9.15
Spain,2020,0.3124165,36051.418,82.241,419833.0,7.201,80.81,99.56148,10.75
Spain,2021,0.30701587,38319.29,82.951,267544.0,7.129,81.056,99.56429,10.74
Sri Lanka,2002,1.5580472,6189.8667,72.271,2105443.0,19.172,18.349,44.948925,4.04
Sri Lanka,2006,1.3345364,7607.0293,72.825,1124448.0,18.852,18.288,45.526264,3.85
Sri Lanka,2009,2.0759034,8645.88,70.298,719209.0,17.628,18.242,46.094643,4.06
Sri Lanka,2012,1.037217,10744.147,75.187,545227.0,17.148,18.196,46.66353,3.31
Sri Lanka,2016,0.83146477,12770.843,76.136,277528.0,15.651,18.311,47.516056,3.62
Sri Lanka,2019,0.72696126,13639.021,76.698,209006.0,14.92,18.585,47.82529,3.9
Sweden,2000,0.4100284,40625.363,79.739,0.0,10.147,84.026,99.3919,7.33
Sweden,2001,0.40505815,41103.727,79.836,22122.0,10.261,84.071,99.40435,7.9
Sweden,2002,0.39773184,41870.258,79.935,0.0,10.692,84.133,99.41695,8.21
Sweden,2003,0.3876361,42678.285,80.195,28999.0,11.023,84.196,99.42949,8.32
Sweden,2004,0.37441742,44354.39,80.546,35720.0,11.173,84.258,99.44196,8.13
Sweden,2005,0.3594648,45440.297,80.621,97933.0,11.199,84.319,99.45436,8.15
Sweden,2006,0.34495267,47292.312,80.832,33088.0,11.565,84.43,99.467155,8.05
Sweden,2007,0.332088,48557.383,80.97,37584.0,11.658,84.588,99.48026,8.0
Sweden,2008,0.32136315,47963.492,81.137,53142.0,11.762,84.746,99.4932,8.21
Sweden,2009,0.31275693,45492.77,81.363,42589.0,11.913,84.902,99.505974,8.77
Sweden,2010,0.30603567,47791.37,81.519,51337.0,12.184,85.056,99.52669,8.32
Sweden,2011,0.30102718,48947.438,81.758,58174.0,11.767,85.297,99.54783,10.42
Sweden,2012,0.2972273,48300.844,81.73,43504.0,11.782,85.62,99.56925,10.74
Sweden,2013,0.29390913,48462.16,81.935,62486.0,11.738,85.936,99.59031,10.9
Sweden,2014,0.2907864,49258.996,82.224,45992.0,11.737,86.247,99.61101,10.95
Sweden,2015,0.28702816,50928.965,82.184,55773.0,11.635,86.553,99.631386,10.8
Sweden,2016,0.28214484,51334.434,82.339,25944.0,11.666,86.852,99.65143,10.85
Sweden,2017,0.2763773,51947.953,82.438,24978.0,11.374,87.146,99.67114,10.79
Sweden,2018,0.26998642,52349.293,82.532,73822.0,11.271,87.431,99.69054,10.94
Sweden,2019,0.26389116,52850.57,83.052,32535.0,11.058,87.708,99.70961,10.83
Sweden,2020,0.25828898,51331.28,82.427,40284.0,10.885,87.977,99.72807,11.33
Sweden,2021,0.25309885,54160.367,83.02,65545.0,10.871,88.238,99.73845,11.25
Switzerland,2000,0.5637078,59190.414,79.834,0.0,10.773,73.383,96.7,9.13
Switzerland,2002,0.5432912,59250.164,80.444,0.0,9.804,73.401,96.7,9.88
Switzerland,2004,0.5186908,59967.914,81.055,0.0,9.772,73.452,96.7,10.23
Switzerland,2006,0.494083,63318.793,81.549,3485.0,9.708,73.504,96.700005,9.58
Switzerland,2007,0.48285905,65213.18,81.703,1572.0,9.728,73.53,96.7,9.42
Switzerland,2008,0.47266546,66197.87,81.971,5237.0,9.857,73.556,96.7,9.53
Switzerland,2009,0.46369976,63873.953,81.989,2947.0,9.968,73.581,96.7,10.14
Switzerland,2010,0.4558304,65262.34,82.287,3808.0,10.117,73.607,96.7,9.93
Switzerland,2011,0.44942355,65710.914,82.574,246.0,10.072,73.631,96.7,10.05
Switzerland,2012,0.4439505,65783.586,82.617,717.0,10.13,73.653,96.7,10.14
Switzerland,2013,0.4387845,66196.945,82.689,3412.0,10.096,73.674,96.7,10.38
Switzerland,2014,0.43320078,66930.87,83.084,2683.0,10.262,73.696,96.7,10.43
Switzerland,2015,0.42692548,67261.59,82.846,2530.0,10.318,73.718,96.7,10.78
Switzerland,2016,0.42025867,67907.39,83.446,2870.0,10.359,73.739,96.700005,10.99
Switzerland,2017,0.4136613,68193.51,83.414,0.0,10.236,73.761,96.7,11.05
Switzerland,2018,0.40808702,69629.336,83.564,2597.0,10.203,73.797,96.700005,10.77
Switzerland,2019,0.4042348,69923.93,83.78,1491.0,9.955,73.849,96.7,11.06
Switzerland,2020,0.40216082,67928.195,83.063,3213.0,9.862,73.915,96.7,11.73
Tajikistan,2003,6.5311174,1663.2233,65.874,2452125.0,28.951,26.507,39.15903,4.7
Tajikistan,2004,6.021178,1799.8169,66.604,1452612.0,29.889,26.508,40.263874,4.8
Tajikistan,2007,4.8917704,2095.7979,67.405,919932.0,29.927,26.514,43.72774,5.54
Tajikistan,2009,4.4422545,2261.409,68.248,507276.0,31.411,26.518,46.159985,5.86
Tajikistan,2015,3.7578893,2959.9707,69.665,521206.0,31.994,26.742,51.88727,6.91
Tanzania,2000,12.89812,1369.5818,53.244,29225350.0,41.528,22.309,1.4304467,3.42
Tanzania,2007,8.16239,1802.5471,59.26,23461656.0,40.168,26.121,5.4745736,6.88
Tanzania,2011,6.525051,2064.0686,61.618,21198400.0,38.108,28.798,8.03602,5.06
Tanzania,2018,4.7889466,2511.8293,65.488,26045692.0,37.335,33.776,10.092174,4.16
Togo,2006,10.012045,1596.3877,56.142,3581474.0,37.661,35.649,8.178931,3.45
Togo,2011,8.618563,1687.6111,57.612,3974104.0,37.105,38.032,13.099692,4.55
Togo,2015,7.5768,1910.0,59.22,4087270.0,34.669,40.1,16.501093,4.96
Togo,2018,6.8812623,2014.9418,60.601,2312072.0,33.413,41.702,17.88741,6.09
Togo,2021,6.23857,2130.859,61.328,2332972.0,32.015,43.358,19.129435,5.56
Tonga,2000,1.6899183,4806.1963,69.635,3189.0,29.396,23.012,29.241148,2.9
Tonga,2009,1.3412316,4973.9136,70.949,1352.0,28.398,23.335,29.399992,3.93
Tonga,2015,1.24242,5644.633,71.851,1901.0,25.834,23.275,29.46977,4.47
Tonga,2021,1.1219451,6142.9634,72.13,20.0,23.507,23.104,29.508621,6.27
Tunisia,2000,2.936455,7673.711,72.604,427193.0,16.549,63.432,71.81362,4.81
Tunisia,2005,2.1731687,8847.087,73.712,267610.0,16.496,65.237,73.23371,5.15
Tunisia,2010,1.8854506,10478.011,74.438,163836.0,17.94,66.657,74.47888,5.61
Tunisia,2015,1.7600377,10750.237,74.875,16263.0,19.415,68.056,76.382576,6.21
Tunisia,2021,1.2306699,10395.913,72.893,33626.0,13.999,69.888,74.10628,6.97
Tuvalu,2010,3.134329,3334.6648,64.834,382.0,22.175,54.796,8.136395,15.65
Uganda,2002,13.126401,1335.1953,51.443,17059042.0,47.446,15.626,3.2775626,4.77
Uganda,2005,10.705931,1475.8116,54.926,16180864.0,45.833,16.96,5.030759,5.81
Uganda,2009,8.153762,1830.8717,59.157,14588516.0,43.381,18.878,7.6677732,5.79
Uganda,2012,6.6580467,2013.5464,61.579,13036576.0,41.419,20.424,9.8761015,6.11
Uganda,2016,5.2597466,2137.2073,64.494,16903616.0,38.279,22.624,13.133509,4.96
Uganda,2019,4.5536504,2250.015,66.354,18480600.0,37.212,24.361,15.809382,3.8
Ukraine,2002,1.668783,8765.683,67.699,1283630.0,8.113,67.283,66.62774,5.99
Ukraine,2003,1.5877305,9678.087,67.638,544358.0,8.546,67.427,66.73623,6.55
Ukraine,2004,1.5140007,10902.038,67.472,441144.0,8.959,67.597,69.34845,6.17
Ukraine,2005,1.4502305,11319.511,67.517,186919.0,9.12,67.79,71.9575,6.35
Ukraine,2006,1.3948915,12259.158,67.49,75072.0,9.787,67.969,74.53521,6.42
Ukraine,2007,1.3422419,13345.771,67.715,47454.0,10.202,68.147,77.09165,6.02
Ukraine,2008,1.2876475,13719.271,68.262,12407.0,11.014,68.325,79.62727,5.5
Ukraine,2009,1.2306504,11694.448,69.159,31923.0,11.201,68.502,82.14158,6.61
Ukraine,2010,1.17303,12221.44,70.188,5751.0,10.915,68.596,84.61851,6.81
Ukraine,2011,1.1166756,12933.356,70.711,5187.0,11.054,68.689,87.0901,6.82
Ukraine,2012,1.0645969,12985.087,71.09,51907.0,11.419,68.782,89.55655,7.12
Ukraine,2013,1.0187212,13020.601,71.474,2008.0,11.172,68.875,89.5572,6.94
Ukraine,2014,0.9791144,12385.813,71.803,5558.0,10.632,68.968,89.013596,7.2
Ukraine,2015,0.9449338,11216.118,72.686,55637.0,9.802,69.061,88.84098,7.78
Ukraine,2016,0.91545784,11536.316,73.389,44261.0,9.614,69.154,88.66827,7.55
Ukraine,2017,0.8900693,11860.561,73.993,14446.0,8.779,69.246,88.49545,7.44
Ukraine,2018,0.868498,12336.927,73.569,4433.0,8.125,69.352,88.32258,7.52
Ukraine,2019,0.85018456,12804.955,73.92,0.0,7.823,69.473,88.149864,7.09
Ukraine,2020,0.83518904,12407.79,73.283,12721.0,7.555,69.608,87.9775,7.56
United Kingdom,2000,0.6547554,38645.336,77.849,146575.0,11.592,78.651,100.0,7.13
United Kingdom,2001,0.6444475,39489.58,78.121,146576.0,11.386,78.751,100.0,7.34
United Kingdom,2002,0.63467115,40027.418,78.237,148073.0,11.368,79.047,100.0,7.65
United Kingdom,2003,0.62496084,41095.105,78.33,149043.0,11.73,79.339,100.0,8.06
United Kingdom,2004,0.61490196,41853.477,78.9,149830.0,11.985,79.629,100.0,8.31
United Kingdom,2005,0.6037551,42705.547,79.106,148979.0,12.034,79.915,100.0,8.36
United Kingdom,2006,0.5906795,43404.402,79.347,140033.0,12.357,80.199,99.99818,8.63
United Kingdom,2007,0.5751196,44196.254,79.534,149489.0,12.653,80.479,99.98605,8.62
United Kingdom,2008,0.5572137,43750.8,79.655,152586.0,12.891,80.757,99.97393,9.03
United Kingdom,2009,0.5374571,41417.258,80.156,155023.0,12.764,81.031,99.9618,10.05
United Kingdom,2010,0.5168964,42013.824,80.391,154626.0,12.888,81.302,99.94968,9.93
United Kingdom,2011,0.49701285,42164.117,80.796,156443.0,12.828,81.57,99.937546,9.92
United Kingdom,2012,0.47924885,42505.44,80.859,155860.0,12.779,81.837,99.92542,9.95
United Kingdom,2013,0.46460748,42978.465,80.923,156767.0,12.197,82.102,99.91329,9.87
United Kingdom,2014,0.45405364,44026.527,81.153,159116.0,12.018,82.365,99.90116,9.86
United Kingdom,2015,0.44743285,44648.844,80.919,162300.0,11.918,82.626,99.88904,9.8
United Kingdom,2016,0.44332886,45162.996,81.067,163486.0,11.777,82.886,99.87691,9.73
United Kingdom,2017,0.44004267,46048.2,81.164,164682.0,11.411,83.143,99.864784,9.6
United Kingdom,2018,0.436519,46412.54,81.123,331293.0,10.982,83.398,99.85265,9.73
United Kingdom,2019,0.43198258,46909.08,81.443,332871.0,10.645,83.652,99.84053,9.96
United Kingdom,2020,0.42591792,41895.824,80.385,334959.0,10.204,83.903,99.82841,12.16
United Kingdom,2021,0.4184091,45567.57,80.708,164282.0,10.241,84.152,99.81628,12.36
United States,2005,0.7961227,54331.66,77.526,2954374.0,13.714,79.928,95.35509,14.58
United States,2006,0.78595847,55307.72,77.798,2980544.0,13.991,80.099,95.364395,14.71
United States,2007,0.774348,55885.645,78.047,3011982.0,14.023,80.269,95.37364,14.92
United States,2008,0.7614106,55427.18,78.127,3040177.0,13.719,80.438,95.382835,15.21
United States,2009,0.74757975,53514.934,78.476,3065832.0,13.275,80.606,95.391975,16.2
United States,2010,0.733601,54510.465,78.668,3092426.0,12.791,80.772,95.55789,16.2
United States,2011,0.7201449,54954.465,78.702,3112645.0,12.552,80.944,95.72309,16.14
United States,2012,0.70795554,55796.973,78.817,3134005.0,12.433,81.119,95.88738,16.12
United States,2013,0.69707507,56432.33,78.817,3146262.0,12.28,81.299,96.050804,15.99
United States,2014,0.68724144,57301.6,78.879,3976476.0,12.331,81.483,96.213264,16.2
United States,2015,0.6781181,58420.703,78.722,4006634.0,12.211,81.671,96.37471,16.49
United States,2016,0.6694318,58965.99,78.686,3228750.0,12.008,81.862,96.535065,16.8
United States,2017,0.66107816,59907.754,78.648,4063776.0,11.657,82.058,96.69435,16.77
United States,2018,0.6531426,61348.457,78.8,3267702.0,11.389,82.256,96.85243,16.63
United States,2019,0.64564383,62470.93,78.916,3280576.0,11.169,82.459,97.00933,16.67
United States,2020,0.638874,60158.91,77.011,828693.0,10.73,82.664,97.164955,18.76
United States,2021,0.63252866,63635.824,76.384,825825.0,10.822,82.873,97.3193,17.36
Uzbekistan,2000,6.1503386,2967.6018,65.456,20051370.0,21.737,46.126,53.767487,5.12
Uzbekistan,2002,5.579504,3134.9612,66.376,20336180.0,20.901,47.088,56.45625,5.14
Uzbekistan,2003,5.261806,3229.848,66.852,20838536.0,20.464,47.571,57.790802,5.19
Vietnam,2002,2.7551951,4082.3733,73.138,24143706.0,18.095,25.511,46.769115,3.87
Vietnam,2004,2.5766525,4597.7573,73.062,16579136.0,17.996,26.683,47.896313,4.09
Vietnam,2006,2.4515705,5186.432,73.293,12510218.0,17.249,27.888,49.019196,4.57
Vietnam,2008,2.3637202,5757.924,73.455,9535385.0,17.664,29.128,50.137768,4.36
Vietnam,2010,2.3053927,6324.526,73.611,2509118.0,17.409,30.417,51.256012,5.07
Vietnam,2012,2.2556262,6950.2876,73.762,1482547.0,17.892,31.752,52.37195,5.0
Vietnam,2014,2.2136855,7641.9097,73.886,1744465.0,18.671,33.115,53.478878,4.69
Vietnam,2016,2.170697,8545.702,73.984,1176603.0,17.313,34.51,54.577488,4.87
Vietnam,2018,2.1313586,9636.014,74.1,1168814.0,15.438,35.919,55.66161,5.03
Vietnam,2020,2.0899746,10450.621,75.383,631868.0,15.234,37.34,56.73035,4.3
Zimbabwe,2011,7.99867,2033.1814,53.911,2810964.0,38.142,33.015,28.014801,8.08
Zimbabwe,2017,5.5789557,2331.7808,60.263,5045768.0,31.813,32.237,26.944588,6.36
Zimbabwe,2019,5.2376547,2203.3967,61.06,6104153.0,31.121,32.21,26.683977,3.23
